id,t,rx,ry,rz,vx,vy,vz,ux,uy,uz
34,11.57453527476564,176.02000000000004,326.78000000000003,150.89,785,-759,-101,445,286,-67
34,12.45072175130044,173.33000000000004,328.8,142.25,596,-924,-501,538,522,-378
34,13.1421831631259,170.35000000000005,329.28000000000003,143.22,-951,-584,937,160,854,663
34,13.189923373802394,176.17000000000004,337.25000000000006,134.55,-22,-510,823,532,211,-227
34,13.536601144463612,166.47000000000006,329.31000000000006,140.78,723,-110,70,-311,945,663
34,14.237601192463975,156.74000000000007,326.07000000000005,142.36,-481,-62,350,845,671,647
34,14.479835199675442,147.55000000000007,317.19000000000005,145.32000000000002,-147,-453,-964,-4,-848,811
34,14.644013560959094,138.63000000000008,323.4800000000001,147.11,37,-530,-941,967,562,173
34,14.751437218779367,139.11000000000007,317.3500000000001,139.20000000000002,-663,-678,-702,983,897,84
34,15.39315992455637,149.04000000000008,319.24000000000007,132.87,581,840,399,-406,282,-132
34,15.601775247097114,148.4000000000001,313.89000000000004,133.89000000000001,255,-177,-4,-928,395,615
34,15.684484696305104,142.9800000000001,317.31000000000006,143.77,944,616,-811,-828,-140,3
34,15.789015405778525,134.4000000000001,311.19000000000005,136.72,-288,224,-266,-768,-120,-311
34,16.598697898459076,138.9000000000001,301.19000000000005,134.72,-468,-993,-257,661,588,240
34,17.149635302210946,144.38000000000008,301.96000000000004,138.78,854,329,717,-898,643,-4
34,17.510632248799414,152.0900000000001,296.43000000000006,134.15,864,200,154,-954,-553,783
34,17.569024375931473,146.97000000000008,305.68000000000006,138.99,-549,11,437,-209,-189,-825
34,17.89172559740874,139.3700000000001,312.52000000000004,135.04000000000002,-248,166,-815,-705,-355,526
34,18.590630635338847,148.4600000000001,320.24000000000007,131.49,-158,257,213,722,-764,562
34,19.164719333025612,140.38000000000008,322.86000000000007,132.66,68,542,-9,723,-849,-295
34,19.444126035685674,131.57000000000008,312.9800000000001,133.09,-178,-314,-897,-275,919,-636
34,20.172750534047772,124.66000000000008,312.06000000000006,129.46,-902,561,722,168,-614,758
34,21.058757448794257,119.48000000000008,310.81000000000006,129.73000000000002,547,-987,-808,-722,-940,-929
34,21.888171387921144,126.10000000000008,318.08000000000004,134.92000000000002,-840,-289,442,-589,698,-360
34,22.58636966162152,118.26000000000008,310.71000000000004,143.29000000000002,452,781,-415,317,-676,533
34,23.518398460862986,124.96000000000008,309.77000000000004,135.65000000000003,-866,386,487,-252,-717,-660
34,23.56766457165755,125.97000000000008,312.78000000000003,136.27000000000004,397,545,-319,987,-602,-734
34,23.893909144236357,123.50000000000009,308.79,143.58000000000004,-643,778,-959,530,697,-305
34,24.389314196505577,122.09000000000009,315.28000000000003,135.44000000000005,161,373,216,98,803,-232
34,25.248714139187175,128.91000000000008,318.92,128.15000000000006,185,118,803,-162,-314,-736
34,25.263656451976097,124.46000000000008,319.68,135.40000000000006,-886,-372,550,856,374,-405
34,25.355536169940386,124.61000000000008,328.33,127.68000000000006,341,507,979,329,-549,136
34,25.38662891683349,118.62000000000009,334.3,136.16000000000005,176,-390,745,-515,-384,792
34,25.418907975855518,125.28000000000009,332.98,135.28000000000006,455,-647,-686,81,966,162
34,26.11252017471432,120.68000000000009,337.54,129.97000000000006,26,-625,350,37,-624,446
34,26.294959879678256,115.68000000000009,330.20000000000005,134.98000000000005,-445,-533,-616,-110,876,-621
34,26.324205537393162,122.93000000000009,320.64000000000004,133.66000000000005,-773,898,-214,-188,151,-31
34,26.638994345035773,113.47000000000008,314.89000000000004,141.21000000000006,-413,-571,-990,891,-48,508
34,26.730143400098683,110.66000000000008,313.85,149.06000000000006,417,524,116,-595,-148,-182
34,26.829256579063557,105.08000000000008,319.79,144.04000000000005,-633,-992,275,568,-502,101
34,27.246658994891654,106.63000000000008,325.08000000000004,145.04000000000005,-514,149,-982,7,-790,-956
34,27.495554436258754,100.03000000000009,316.05000000000007,145.50000000000006,-30,-275,691,819,902,-294
34,28.069423866805394,96.93000000000009,323.3500000000001,137.38000000000005,802,-621,-738,-476,-205,-205
34,28.818450630184852,95.73000000000009,328.69000000000005,142.85000000000005,752,93,83,269,-135,-921
34,29.030051270167757,101.94000000000008,326.86000000000007,133.60000000000005,366,844,931,-734,781,-39
34,29.725500071930842,92.39000000000009,318.01000000000005,140.17000000000004,45,217,-837,973,657,575
34,30.067931342372834,92.76000000000009,322.83000000000004,141.85000000000005,-313,-141,-913,-262,-788,-41
34,31.036991894550024,85.48000000000009,318.53000000000003,140.96000000000006,419,521,-468,590,-414,55
34,31.16900227391293,78.01000000000009,312.21000000000004,148.15000000000006,616,-62,-315,-644,471,660
34,31.992354256582903,83.81000000000009,317.89000000000004,145.86000000000007,-267,-220,-848,173,-760,925
34,32.303797390854776,85.34000000000009,308.83000000000004,153.94000000000008,223,148,-606,726,607,-308
34,32.69878700979783,90.00000000000009,315.70000000000005,153.0900000000001,897,127,-744,859,609,114
